audiofile;word;prev_phone;phone;next_phone;starttime;duration;centergravity;TEMPO;N;VD;VD_AP;VD_0S;VD_HAP;CONT_PREC;OCORRENCIA;CONT_SEGUINTE;ITEM_LEXICAL;TRANSC_FONOLOGICA_SILAC;CONT_FON_PREC;CONT_FON_SEG;CFS_ponto;TONICIDADE;POSICAO_S;CLASSE_MORFOLOGICA;STATUS_MORFOLOGICO;ARQUIVO;LOCALIZACAO;AMOSTRA;ESTADO;GENERO;IDADE;FAIXA_ETARIA;ESCOLARIDADE;IDADE_MIGRACAO;IDADE_MIGRACAO_fat;TEMPO_RESIDENCIA;TEMPO_RESIDENCIA_fat;INDICE_SOCIO;CLASSE_SOCIAL;QUAL_AUDIO;diferenca_tempo
PBCP_2018FA+_PenelopeM;nordeste;3;s;t;1669,609;100;198;00:27:49.609;5674;P;P;S;AP;é do Nordeste <P> S o;Nordeste <P>;e mineiro D1 uhum S;nordeste;nor-'des-te;3;t;coronal;tonica;medial;substantivo;raiz;PBCP_2018FA+_PenelopeM;00:27:49;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;6,08999999999924e-01
PBCP_2018FA+_PenelopeM;nordestino;e;s;t;1506,160;150;3080;00:25:06.160;5655;P;P;S;AP;está) S ah não é não;nordestino <P>;D1 então você acha você;nordestino;nor-des-'ti-no;e;t;coronal;atona;medial;adjetivo;raiz;PBCP_2018FA+_PenelopeM;00:25:04;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;2,16000000000008e+00
PBCP_2018FA+_PenelopeM;paulista;i;s;t;1241,865;50;1052;00:20:41.865;5639;A;A;S;AP;S é eu acho que o;paulista <A>;ele S como eu posso;paulista;paw-'lis-ta;i;t;coronal;tonica;medial;adjetivo;raiz;PBCP_2018FA+_PenelopeM;00:20:40;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;1,86500000000001e+00
PBCP_2018FA+_PenelopeM;paulista;i;s;t;1284,957;30;1657;00:21:24.957;5645;A;A;S;AP;o o eu acho que o;paulista <A>;ele S inve/ eh S;paulista;paw-'lis-ta;i;t;coronal;tonica;medial;adjetivo;raiz;PBCP_2018FA+_PenelopeM;00:21:22;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;2,95700000000011e+00
PBCP_2018FA+_PenelopeM;paulista;i;s;t;2253,631;30;1883;00:37:33.631;5720;A;A;S;AP;o erre é S fechado S;paulista <A>;o erre S é um;paulista;paw-'lis-ta;i;t;coronal;tonica;medial;adjetivo;raiz;PBCP_2018FA+_PenelopeM;00:37:33;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;6,30999999999858e-01
PBCP_2018FA+_PenelopeM;país;i;s;#;2151,515;30;346;00:35:51.515;5715;A;A;S;AP;é S eu moraria fora do;país <A>;D1 fora do país S;país;pa-'is;i;#;pausa;tonica;final;substantivo;raiz;PBCP_2018FA+_PenelopeM;00:35:50;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;1,51499999999987e+00
PBCP_2018FA+_PenelopeM;petrobrás;a;s;#;1199,927;30;494;00:19:59.927;5634;A;A;S;AP;emprego S né por conta da;Petrobrás <A>;S eh S tinha uma;petrobrás;pe-tRo-'bRas;a;#;pausa;tonica;final;substantivoProprio;raiz;PBCP_2018FA+_PenelopeM;00:19:58;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;1,92699999999991e+00
PBCP_2018FA+_PenelopeM;sustentar;u;s;t;1256,313;30;2077;00:20:56.313;5641;A;A;S;AP;dinheiro que ele tem é pra;sustentar <A>;a família S já em;sustentar;sus-tE-'tar;u;t;coronal;atona;medial;adjetivo;raiz;PBCP_2018FA+_PenelopeM;00:20:54;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;2,31300000000010e+00
PBCP_2018FA+_PenelopeM;talvez;e;s;#;1896,716;30;397;00:31:36.716;5690;A;A;S;AP;'cisnei' <M> S ou não? S;talvez <A>;S não sei S não;talvez;taw-'ves;e;#;pausa;tonica;final;substantivo;raiz;PBCP_2018FA+_PenelopeM;00:31:36;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;7,15999999999894e-01
PBCP_2018FA+_PenelopeM;vez;e;s;n;2069,020;30;281;00:34:29.020;5698;A;A;S;AP;vez no mês? S ah uma;vez <A>;na semana D1 (semana) S;vez;'ves;e;n;coronal;tonica;final;substantivo;raiz;PBCP_2018FA+_PenelopeM;00:34:28;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;1,01999999999998e+00
PBCP_2018FA+_PenelopeM;vez;e;s;n;2103,312;30;373;00:35:03.312;5709;A;A;S;AP;ou quase todo dia S uma;vez <A>;no mês <A> D1 tá;vez;'ves;e;n;coronal;tonica;final;substantivo;raiz;PBCP_2018FA+_PenelopeM;00:35:02;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;1,31199999999990e+00
PBCP_2018FA+_PenelopeM;wesley;3;s;l;2084,550;30;1685;00:34:44.550;5706;A;A;S;AP;está <E> fazendo sucesso aí o;Wesley <A>;Safadão D1 aham S às;wesley;'wes-lej;3;l;coronal;tonica;medial;substantivoProprio;raiz;PBCP_2018FA+_PenelopeM;00:34:43;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;1,55000000000018e+00
PBCP_2018FA+_PenelopeM;às;a;s;v;1039,570;30;629;00:17:19.570;5630;A;A;S;AP;que S por mais <A> que;às <A>;vezes <A> a gente reclame;às;'as;a;v;labial;tonica;final;prepArtigo;raiz;PBCP_2018FA+_PenelopeM;00:19:29;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;1,29430000000000e+02
PBCP_2018FA+_PenelopeM;às;a;s;v;1170,404;30;1510;00:19:30.404;5630;A;A;S;AP;que S por mais <A> que;às <A>;vezes <A> a gente reclame;às;'as;a;v;labial;tonica;final;prepArtigo;raiz;PBCP_2018FA+_PenelopeM;00:19:29;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;1,40400000000000e+00
PBCP_2018FA+_PenelopeM;às;a;s;v;2080,193;30;489;00:34:40.193;5702;A;A;S;AP;vezes ou nunca quase nunca? S;às <A>;vezes <0> S ah não;às;'as;a;v;labial;tonica;final;prepArtigo;raiz;PBCP_2018FA+_PenelopeM;00:34:40;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;1,93000000000211e-01
PBCP_2018FA+_PenelopeM;às;a;s;v;2087,889;40;628;00:34:47.889;5707;A;A;S;AP;Wesley <A> Safadão D1 aham S;às <A>;vezes <A> D1 às vezes;às;'as;a;v;labial;tonica;final;prepArtigo;raiz;PBCP_2018FA+_PenelopeM;00:34:47;Amostra2;PB;feminino;25;1a;superior;10;19-;15;10+;3,19;B2;05_otima;8,89000000000124e-01
ALCP_2018MB+_EraldoF;acostumado;o;s;t;1817,454;30;468;00:30:17.454;3810;P;P;S;AP;até dó S eu que sou;acostumado <P>;aqui eh moro aqui no;acostumado;a-kos-tu-'ma-do;o;t;coronal;atona;medial;adjetivo;raiz;ALCP_2018MB+_EraldoF;00:30:16;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,45399999999995e+00
ALCP_2018MB+_EraldoF;afastaram;a;s;t;1465,738;60;1024;00:24:25.738;3758;P;P;S;AP;meus <A> amigo/ eles <A> se;afastaram <P>;de mim D1 certo S;afastaram;a-fas-'ta-RA;a;t;coronal;atona;medial;verbo;marcaVerbal;ALCP_2018MB+_EraldoF;00:24:24;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,73800000000006e+00
ALCP_2018MB+_EraldoF;arrasta;a;s;t;1968,395;140;3013;00:32:48.395;3830;A;A;S;AP;S eh S carioca e ele;arrasta <A>;que Deus <H> me livre;arrasta;a-'has-ta;a;t;coronal;tonica;medial;verbo;raiz;ALCP_2018MB+_EraldoF;00:32:46;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,39499999999998e+00
ALCP_2018MB+_EraldoF;atrás;a;s;d;1784,797;90;472;00:29:44.797;3805;A;A;S;AP;andava no meio da rua S;atrás <A>;de emprego atrás <0> de;atrás;a-'tRas;a;d;coronal;tonica;final;adverbio;raiz;ALCP_2018MB+_EraldoF;00:29:44;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;7,97000000000025e-01
ALCP_2018MB+_EraldoF;atrás;a;s;d;1785,627;30;497;00:29:45.627;3805;A;A;S;AP;andava no meio da rua S;atrás <A>;de emprego atrás <0> de;atrás;a-'tRas;a;d;coronal;tonica;final;adverbio;raiz;ALCP_2018MB+_EraldoF;00:29:44;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,62699999999995e+00
ALCP_2018MB+_EraldoF;biscoito;i;s;k;2119,207;30;93;00:35:19.207;3841;A;A;S;AP;S bandido S es/ <A> S;biscoito <A>;S cara/ caráter S catei/;biscoito;bis-'koj-to;i;k;posterior;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:35:19;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,06999999999880e-01
ALCP_2018MB+_EraldoF;burguês;e;s;#;2152,930;190;276;00:35:52.930;3848;A;A;S;AP;S discoteca <A> S doido S;burguês <A>;S fala S femu/ S;burguês;bur-'ges;e;#;pausa;tonica;final;substantivo;raiz;ALCP_2018MB+_EraldoF;00:35:52;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;9,29999999999836e-01
ALCP_2018MB+_EraldoF;cadastrou;a;s;t;1296,057;60;1081;00:21:36.057;3734;P;P;S;AP;mesmo <0> que foi lá e;cadastrou <P>;eu lá eu fui lá;cadastrou;ka-das-'tRow;a;t;coronal;atona;medial;verbo;raiz;ALCP_2018MB+_EraldoF;00:21:33;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;3,05700000000002e+00
ALCP_2018MB+_EraldoF;campinas;a;s;v;1805,087;30;557;00:30:05.087;3808;A;A;S;AP;hoje tem S portanto aqui em;Campinas <A>;você vê pouco S porque;campinas;kA-'pi-nas;a;v;labial;atona;final;substantivoProprio;raiz;ALCP_2018MB+_EraldoF;00:30:03;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,08699999999999e+00
ALCP_2018MB+_EraldoF;campinas;a;s;#;2042,492;266;535;00:34:02.492;3839;A;A;S;AP;beleza ela está <E> falando de;Campinas <A>;D1 que coisa né acho;campinas;kA-'pi-nas;a;#;pausa;atona;final;substantivoProprio;raiz;ALCP_2018MB+_EraldoF;00:34:00;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,49199999999996e+00
ALCP_2018MB+_EraldoF;cristi;i;s;t;2135,828;60;3700;00:35:35.828;3844;A;A;S;AP;<0> cisne <0> S colega S;cristi/ <A>;crítica S culto S diferente;cristi;kRis-'ti;i;t;coronal;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:35:35;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;8,27999999999975e-01
ALCP_2018MB+_EraldoF;demais;j;s;#;1309,550;183;335;00:21:49.550;3737;0;NA;0;NA;vida S é (xxx) muito fácil;demais <0>;D1 e o que que;demais;de-'majs;j;#;pausa;tonica;final;adverbio;raiz;ALCP_2018MB+_EraldoF;00:21:48;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,54999999999995e+00
ALCP_2018MB+_EraldoF;demais;j;s;#;1421,415;340;1212;00:23:41.415;3752;A;A;S;AP;aqui S então eu tinha amigo;demais <A>;S amigo demais <A> eu;demais;de-'majs;j;#;pausa;tonica;final;adverbio;raiz;ALCP_2018MB+_EraldoF;00:23:39;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,41499999999996e+00
ALCP_2018MB+_EraldoF;demais;j;s;v;1944,208;30;96;00:32:24.208;3828;0;NA;0;NA;o meu bagunçado está <E> bom;demais <0>;"vixe D1 não? D1 ""não";demais;de-'majs;j;v;labial;tonica;final;adverbio;raiz;ALCP_2018MB+_EraldoF;00:32:20;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;4,20800000000008e+00
ALCP_2018MB+_EraldoF;depois;j;s;f;1222,917;60;598;00:20:22.917;3753;A;A;S;AP;"a partir de hoje"" S eu";depois <A>;que eu casar S o;depois;de-'pojs;j;k;posterior;tonica;final;adverbio;raiz;ALCP_2018MB+_EraldoF;00:23:52;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,09083000000000e+02
ALCP_2018MB+_EraldoF;depois;j;s;k;1433,516;30;533;00:23:53.516;3753;A;A;S;AP;"a partir de hoje"" S eu";depois <A>;que eu casar S o;depois;de-'pojs;j;k;posterior;tonica;final;adverbio;raiz;ALCP_2018MB+_EraldoF;00:23:52;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,51600000000008e+00
ALCP_2018MB+_EraldoF;depois;j;s;k;1441,849;60;399;00:24:01.849;3754;A;A;S;AP;já levou já S é aí;depois <A>;que eu casei S eh;depois;de-'pojs;j;k;posterior;tonica;final;adverbio;raiz;ALCP_2018MB+_EraldoF;00:24:01;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;8,48999999999933e-01
ALCP_2018MB+_EraldoF;depois;j;s;#;1932,390;30;500;00:32:12.390;3826;0;NA;0;NA;você dez <A> ano doze ano;depois <0>;""" S minha mãe ""olha";depois;de-'pojs;j;#;pausa;tonica;final;adverbio;raiz;ALCP_2018MB+_EraldoF;00:32:09;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;3,39000000000010e+00
ALCP_2018MB+_EraldoF;descol;e;s;k;2142,935;160;705;00:35:42.935;3845;A;A;S;AP;crítica S culto S diferente S;descol/ <A>;S não S desconto <A>;descol;des-'kow;e;k;posterior;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:35:42;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;9,34999999999945e-01
ALCP_2018MB+_EraldoF;desconto;e;s;k;2144,812;30;82;00:35:44.812;3846;A;A;S;AP;S descol/ <A> S não S;desconto <A>;S care/ a/ S discoteca;desconto;des-'kO-to;e;k;posterior;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:35:44;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;8,11999999999898e-01
ALCP_2018MB+_EraldoF;desde;e;s;d;1779,370;30;307;00:29:39.370;3803;0;NA;0;NA;pessoal falou meu avô que S;desde <0>;quando eu sou criancinha vinha;desde;'des-de;e;d;coronal;tonica;medial;preposicao;raiz;ALCP_2018MB+_EraldoF;00:29:39;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;3,69999999999891e-01
ALCP_2018MB+_EraldoF;despencar;e;s;p;1827,586;70;1170;00:30:27.586;3811;A;A;S;AP;morar não S aquilo ali se;despencar <A>;o de baixo pelo amor;despencar;des-pE-'kar;e;p;labial;atona;medial;verbo;raiz;ALCP_2018MB+_EraldoF;00:30:26;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,58600000000001e+00
ALCP_2018MB+_EraldoF;deus;w;s;t;1225,699;30;216;00:20:25.699;3813;0;NA;0;NA;"terra"" S isso aí graça a";Deus <0>;nunca S passei por isso;deus;'dews;w;n;coronal;tonica;final;substantivoProprio;raiz;ALCP_2018MB+_EraldoF;00:31:13;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;6,47301000000000e+02
ALCP_2018MB+_EraldoF;deus;w;s;#;1874,371;30;241;00:31:14.371;3813;0;NA;0;NA;"terra"" S isso aí graça a";Deus <0>;nunca S passei por isso;deus;'dews;w;n;coronal;tonica;final;substantivoProprio;raiz;ALCP_2018MB+_EraldoF;00:31:13;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,37100000000009e+00
ALCP_2018MB+_EraldoF;deus;w;s;m;1969,005;30;386;00:32:49.005;3831;H;NA;S;H;carioca e ele arrasta <A> que;Deus <H>;me livre S eu acho;deus;'dews;w;m;labial;tonica;final;substantivoProprio;raiz;ALCP_2018MB+_EraldoF;00:32:46;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;3,00500000000011e+00
ALCP_2018MB+_EraldoF;dez;e;s;d;1416,758;60;179;00:23:36.758;3751;A;A;S;AP;e S fiquei dez <A> ano;dez <A>;doze ano solteiro S aqui;dez;'des;e;d;coronal;tonica;final;numeral;raiz;ALCP_2018MB+_EraldoF;00:23:35;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,75800000000004e+00
ALCP_2018MB+_EraldoF;dez;e;s;#;1910,307;30;663;00:31:50.307;3818;A;A;S;AP;onze para Alagoas <A> eu fiquei;dez <A>;S quase onze ano sem;dez;'des;e;#;pausa;tonica;final;numeral;raiz;ALCP_2018MB+_EraldoF;00:31:48;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,30700000000002e+00
ALCP_2018MB+_EraldoF;dez;e;s;d;1977,098;30;423;00:32:57.098;3833;A;A;S;AP;família acho que tem uns <A>;dez <A>;da família aí S só;dez;'des;e;d;coronal;tonica;final;numeral;raiz;ALCP_2018MB+_EraldoF;00:32:54;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;3,09799999999996e+00
ALCP_2018MB+_EraldoF;discoteca;i;s;k;2149,366;90;317;00:35:49.366;3847;A;A;S;AP;desconto <A> S care/ a/ S;discoteca <A>;S doido S burguês <A>;discoteca;dis-ko-'te-ka;i;k;posterior;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:35:49;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;3,65999999999985e-01
ALCP_2018MB+_EraldoF;diz;i;s;n;1267,717;30;319;00:21:07.717;3730;0;NA;0;NA;que me deu força S ela;diz <0>;"""não você fecha se você";diz;'dis;i;n;coronal;tonica;final;verbo;raiz;ALCP_2018MB+_EraldoF;00:21:07;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;7,17000000000098e-01
ALCP_2018MB+_EraldoF;dois;j;s;p;1509,465;30;688;00:25:09.465;3768;A;A;S;AP;<A> pais <A> para a casa;dois <A>;pais <A> S é para;dois;'dojs;j;p;labial;tonica;final;numeral;raiz;ALCP_2018MB+_EraldoF;00:25:07;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,46499999999992e+00
ALCP_2018MB+_EraldoF;dois;j;s;t;1579,116;90;1545;00:26:19.116;3774;P;P;S;AP;gente já voltou S não fica;dois <P>;três <H> mês <P> volta;dois;'dojs;j;t;coronal;tonica;final;numeral;raiz;ALCP_2018MB+_EraldoF;00:26:18;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,11599999999999e+00
ALCP_2018MB+_EraldoF;dois;j;s;m;1906,406;30;185;00:31:46.406;3817;0;NA;0;NA;ta/ dois <H> mil e S;dois <0>;mil e onze para Alagoas;dois;'dojs;j;m;labial;tonica;final;numeral;raiz;ALCP_2018MB+_EraldoF;00:31:48;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,59400000000005e+00
ALCP_2018MB+_EraldoF;dois;j;s;m;1908,237;30;385;00:31:48.237;3817;0;NA;0;NA;ta/ dois <H> mil e S;dois <0>;mil e onze para Alagoas;dois;'dojs;j;m;labial;tonica;final;numeral;raiz;ALCP_2018MB+_EraldoF;00:31:48;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,37000000000080e-01
ALCP_2018MB+_EraldoF;es;i;s;b;2119,011;136;1026;00:35:19.011;3840;A;A;S;AP;lá S atitude S bandido S;es/ <A>;S biscoito <A> S cara/;es;'es;i;#;pausa;tonica;final;substantivo;raiz;ALCP_2018MB+_EraldoF;00:35:18;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,01099999999997e+00
ALCP_2018MB+_EraldoF;escondido;e;s;k;1934,527;120;3160;00:32:14.527;3827;A;A;S;AP;"""olha acho que você estava <E>";escondido <A>;"por aqui menino"" D1 e";escondido;es-kO-'di-do;e;k;posterior;atona;medial;adjetivo;raiz;ALCP_2018MB+_EraldoF;00:32:13;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,52700000000004e+00
ALCP_2018MB+_EraldoF;escrever;e;s;k;1260,174;70;543;00:21:00.174;3729;A;A;S;AP;sei mais <H> ler do que;escrever <A>;S se eu abrir um;escrever;es-kRe-'ver;e;k;posterior;atona;medial;verbo;raiz;ALCP_2018MB+_EraldoF;00:20:59;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,17399999999998e+00
ALCP_2018MB+_EraldoF;estabilizadazinha;e;s;t;1380,970;40;1559;00:23:00.970;3746;P;P;S;AP;a minha vida S mais <0>;estabilizadazinha <P>;assim sabe D1 eh mais;estabilizadazinha;es-ta-bi-li-za-da-'zi-Na;e;t;coronal;atona;medial;adjetivo;raiz;ALCP_2018MB+_EraldoF;00:23:00;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;9,70000000000027e-01
ALCP_2018MB+_EraldoF;estacionamento;e;s;t;1612,986;40;643;00:26:52.986;3779;A;A;S;AP;dava (xxx) era para ser o;estacionamento <A>;para ser de graça né;estacionamento;es-ta-si-o-na-'mE-to;e;t;coronal;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:26:54;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,01399999999990e+00
ALCP_2018MB+_EraldoF;estacionamento;e;s;t;1643,229;30;351;00:27:23.229;3786;A;A;S;AP;eu deixei o carro fora S;estacionamento <A>;caro D1 não gosto também;estacionamento;es-ta-si-o-na-'mE-to;e;t;coronal;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:27:23;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,29000000000042e-01
ALCP_2018MB+_EraldoF;estado;e;s;t;1479,984;90;1491;00:24:39.984;3759;P;P;S;AP;que aqui a amizade aqui no;estado <P>;de São Paulo é diferente;estado;es-'ta-do;e;t;coronal;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:24:37;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,98399999999992e+00
ALCP_2018MB+_EraldoF;estado;e;s;t;1733,922;80;794;00:28:53.922;3800;A;A;S;AP;de de Campinas S é no;estado <A>;de São Paulo né? D1;estado;es-'ta-do;e;t;coronal;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:28:53;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;9,22000000000025e-01
ALCP_2018MB+_EraldoF;estado;e;s;t;1798,841;110;817;00:29:58.841;3807;P;P;S;AP;tem gente pobre S é o;estado <P>;de São Paulo D1 ai;estado;es-'ta-do;e;t;coronal;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:29:58;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;8,40999999999894e-01
ALCP_2018MB+_EraldoF;estranha;e;s;t;1523,740;100;1753;00:25:23.740;3770;P;P;S;AP;eu eu vou para uma cidade;estranha <P>;que eu não conheço eu;estranha;es-'tRa-Na;e;t;coronal;atona;medial;adjetivo;raiz;ALCP_2018MB+_EraldoF;00:25:21;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,74000000000001e+00
ALCP_2018MB+_EraldoF;estudo;e;s;t;1257,447;90;285;00:20:57.447;3727;P;P;S;AP;"carro"" S porque eu tenho pouco";estudo <P>;S eu sei mais <H>;estudo;es-'tu-do;e;t;coronal;atona;medial;substantivo;raiz;ALCP_2018MB+_EraldoF;00:20:56;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,44699999999989e+00
ALCP_2018MB+_EraldoF;faz;a;s;ɡ;1984,553;50;612;00:33:04.553;3834;0;NA;0;NA;ele tem tem sei lá S;faz <0>;graça eu acho S chega;faz;'fas;a;g;posterior;tonica;final;verbo;raiz;ALCP_2018MB+_EraldoF;00:33:04;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;5,53000000000111e-01
ALCP_2018MB+_EraldoF;fiz;i;s;#;1525,280;80;424;00:25:25.280;3771;A;A;S;AP;que eu não conheço eu nunca;fiz <A>;S eu não vou S;fiz;'fis;i;#;pausa;tonica;final;verbo;raiz;ALCP_2018MB+_EraldoF;00:25:21;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;4,27999999999997e+00
ALCP_2018MB+_EraldoF;gastar;a;s;t;1611,696;110;1853;00:26:51.696;3777;P;P;S;AP;a não ser o shopping para;gastar <P>;que tem o problema até;gastar;gas-'tar;a;t;coronal;atona;medial;verbo;raiz;ALCP_2018MB+_EraldoF;00:26:49;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;2,69599999999991e+00
ALCP_2018MB+_EraldoF;gastar;a;s;t;1620,165;40;412;00:27:00.165;3782;A;A;S;AP;gastar mesmo né S é para;gastar <A>;então assim S aí eu;gastar;gas-'tar;a;t;coronal;atona;medial;verbo;raiz;ALCP_2018MB+_EraldoF;00:26:59;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,16499999999996e+00
ALCP_2018MB+_EraldoF;gosta;c;s;t;1390,390;110;95;00:23:10.390;3748;A;A;S;AP;é D1 certo S nós <A>;gosta <A>;D1 ah D1 se/ seus;gosta;'gos-ta;c;t;coronal;tonica;medial;verbo;raiz;ALCP_2018MB+_EraldoF;00:23:09;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,39000000000010e+00
ALCP_2018MB+_EraldoF;gosta;c;s;t;1492,798;100;4118;00:24:52.798;3762;A;A;S;AP;viajam muito? S nós <0> não;gosta <A>;não gosta <A> S casa;gosta;'gos-ta;c;t;coronal;tonica;medial;verbo;raiz;ALCP_2018MB+_EraldoF;00:24:52;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;7,98000000000002e-01
ALCP_2018MB+_EraldoF;gosta;c;s;t;1493,298;50;406;00:24:53.298;3762;A;A;S;AP;viajam muito? S nós <0> não;gosta <A>;não gosta <A> S casa;gosta;'gos-ta;c;t;coronal;tonica;medial;verbo;raiz;ALCP_2018MB+_EraldoF;00:24:52;Amostra2;AL;masculino;38;2a;fund1;21;20+;17;10+;1,54;E;03_boa;1,29800000000000e+00
